movie,year,genre,length,gross,audience,critic,votes
La dernière piste,2010,Drama,104,0.98,6.6,85,9409
Les émotifs anonymes,2010,Comedy,80,0,6.9,69,9292
Une vie de chat,2010,Animation,70,0.31,7,63,9160
Potiche,2010,Comedy,103,1.62,6.4,68,8997
The Bang Bang Club,2010,Biography,106,0,7,48,8990
Détective Dee: Le mystère de la flamme fantôme,2010,Action,123,0.46,6.6,75,8948
Klovn: The Movie,2010,Comedy,93,0.07,7.2,62,8821
Legend of the Fist,2010,Action,106,0.05,6.3,49,8704
Tsumetai nettaigyo,2010,Crime,146,0,7.1,66,8609
Lottery Ticket,2010,Comedy,99,24.71,4.9,50,8551
"Armadillo, dans le piège afghan",2010,Documentary,105,0.01,7.6,72,8546
Gainsbourg (Vie héroïque),2010,Biography,135,0.23,6.9,58,8540
Les femmes du 6e étage,2010,Comedy,104,0.72,7.1,52,8517
Shanghai,2010,Drama,105,0.04,6.4,36,8238
Pourquoi je me suis marié aussi?,2010,Comedy,121,60.1,4.5,43,8151
Harry Potter et les reliques de la mort: 2ème partie,2011,Adventure,130,381.01,8.1,87,619174
Thor,2011,Action,115,181.03,7,57,597777
Intouchables,2011,Biography,112,13.18,8.6,57,591422
Captain America: First Avenger,2011,Action,124,176.65,6.9,66,573007
X-Men: Le commencement,2011,Action,131,146.41,7.8,65,567166
Drive,2011,Crime,100,35.06,7.8,78,480567
Limitless,2011,Mystery,105,79.25,7.4,59,459636
La planète des singes: Les origines,2011,Action,105,176.76,7.6,68,446188
Source Code,2011,Mystery,93,54.71,7.5,74,420371
Pirates des Caraïbes: La fontaine de jouvence,2011,Action,136,241.07,6.6,45,414594
"Crazy, Stupid, Love.",2011,Comedy,118,84.35,7.4,68,409259
Very Bad Trip 2,2011,Comedy,102,254.46,6.5,44,405956
Mission: Impossible - Protocole fantôme,2011,Action,132,209.4,7.4,73,392122
Comment tuer son boss?,2011,Comedy,98,117.54,6.9,57,378264
Warrior,2011,Drama,140,13.66,8.2,71,370074
Sherlock Holmes: Jeu d'ombres,2011,Action,129,186.85,7.5,48,369132
Millénium: Les hommes qui n'aimaient pas les femmes,2011,Crime,158,102.52,7.8,71,360874
La couleur des sentiments,2011,Drama,146,169.71,8.1,62,356126
Transformers 3: La face cachée de la lune,2011,Action,154,352.39,6.3,42,348377
Minuit à Paris,2011,Comedy,94,56.82,7.7,81,332054
Time Out,2011,Action,109,37.52,6.7,53,327593
Fast & Furious 5,2011,Action,130,209.84,7.3,66,310227
Super 8,2011,Mystery,112,127,7,72,306033
Le stratège,2011,Biography,133,75.61,7.6,87,305271
Sexe entre amis,2011,Comedy,109,55.8,6.6,63,295931
50/50,2011,Comedy,100,35.01,7.7,72,287740
Real Steel,2011,Action,127,85.47,7.1,56,270370
Hugo Cabret,2011,Adventure,126,73.86,7.5,83,267085
Green Lantern,2011,Action,114,116.6,5.6,39,237839
Mes meilleures amies,2011,Comedy,125,169.11,6.8,75,234463
Sans identité,2011,Action,113,63.69,6.9,56,223496
Le territoire des loups,2011,Action,117,51.58,6.8,64,216459
The Descendants,2011,Comedy,115,82.58,7.3,84,215086
L'agence,2011,Romance,106,62.5,7.1,60,214074
Sucker Punch,2011,Action,110,36.39,6.1,33,209453
Numéro Quatre,2011,Action,109,55.1,6.1,36,207245
Paul,2011,Adventure,104,37.41,7,57,207196
Kung Fu Panda 2,2011,Animation,90,165.25,7.3,67,206106
The Artist,2011,Comedy,100,44.67,7.9,89,204797
Rango,2011,Animation,107,123.48,7.2,75,200662
Les marches du pouvoir,2011,Drama,101,40.96,7.1,67,200027
"Twilight: Chapitre 4 - Révélation, 1ère partie",2011,Adventure,117,281.29,4.9,45,194808
Contagion,2011,Drama,106,75.66,6.6,70,191269
Les aventures de Tintin: Le secret de la Licorne,2011,Animation,107,77.59,7.4,68,190057
Le mytho - Just Go with It,2011,Comedy,117,103.03,6.4,33,187646
La défense Lincoln,2011,Crime,118,58.01,7.3,63,186254
Cowboys et envahisseurs,2011,Action,119,100.24,6,50,184835
Sex Friends,2011,Comedy,108,70.66,6.2,50,183973
Rio,2011,Animation,96,143.62,6.9,63,178870
Une séparation,2011,Drama,123,7.1,8.4,95,173237
Bad Teacher,2011,Comedy,92,100.29,5.7,47,171244
Hanna,2011,Action,111,40.26,6.8,65,167973
The Raid,2011,Action,101,4.11,7.6,73,162670
La taupe,2011,Drama,122,24.15,7.1,85,162463
World Invasion: Battle Los Angeles,2011,Action,116,83.55,5.8,37,161472
Shame,2011,Drama,101,4,7.2,72,160447
The tree of life - l'arbre de vie,2011,Drama,139,13.3,6.8,85,147746
Les immortels,2011,Action,110,83.5,6,46,146122
Échange standard,2011,Comedy,112,37.08,6.3,39,145363
The Green Hornet,2011,Action,119,98.78,5.8,39,143041
Melancholia,2011,Drama,135,3.03,7.1,80,141967
Le flingueur,2011,Action,93,29.12,6.6,49,132931
Cheval de guerre,2011,Drama,146,79.88,7.2,72,126826
Le chat potté,2011,Animation,90,149.26,6.7,65,123910
Nouveau départ,2011,Comedy,124,75.62,7.1,58,119833
Cars 2,2011,Animation,106,191.45,6.2,57,119583
Un jour,2011,Drama,107,13.84,7,48,117970
Le casse de Central Park,2011,Action,104,78.05,6.2,59,117387
La piel que habito,2011,Drama,120,3.19,7.6,70,113813
Killer Elite,2011,Action,116,25.12,6.5,44,112228
Scream 4,2011,Horror,111,38.18,6.2,52,111454
We Need to Talk About Kevin,2011,Drama,112,1.74,7.5,68,110571
J. Edgar,2011,Biography,137,37.31,6.6,59,109929
B.A.T (bon à tirer),2011,Comedy,105,45.06,5.9,45,108891
Carnage,2011,Comedy,80,2.55,7.2,61,104644
The Thing,2011,Horror,103,16.93,6.2,49,103419
Priest,2011,Action,87,29.14,5.7,41,102951
De l'eau pour les éléphants,2011,Drama,120,58.71,6.9,52,100938
Margin Call,2011,Drama,107,5.35,7.1,76,100570
Le chaperon rouge,2011,Fantasy,100,37.66,5.4,29,97202
"Johnny English, le retour",2011,Action,101,8.31,6.3,46,96715
Ghost Rider 2: L'esprit de vengeance,2011,Action,96,51.77,4.3,34,95813
Les Trois Mousquetaires,2011,Action,110,20.38,5.8,35,94334
Rhum Express,2011,Comedy,119,13.1,6.2,56,91223
Destination Finale 5,2011,Horror,92,42.59,5.9,50,91005
Fright Night,2011,Comedy,106,18.3,6.4,64,90179
La dame de fer,2011,Biography,105,30.02,6.4,54,89880
Votre majesté,2011,Adventure,102,21.6,5.5,31,89681
Attack the Block,2011,Action,88,1.02,6.6,75,88527
Extrêmement fort et incroyablement près,2011,Adventure,129,31.85,6.9,46,88323
A Dangerous Method,2011,Biography,99,5.7,6.5,76,87825
Headhunters,2011,Crime,96,1.2,7.6,72,86502
Conan,2011,Action,113,21.3,5.2,36,86417
Hell Driver,2011,Action,104,10.71,5.4,44,86070
30 minutes maximum,2011,Action,83,37.05,6.1,49,83097
Colombiana,2011,Action,108,36.67,6.4,45,81953
Paranormal Activity 3,2011,Horror,83,104.01,5.8,59,81617
Le rite,2011,Drama,114,33.05,6,38,81107
Le dernier des Templiers,2011,Action,95,24.83,5.4,28,81002
Indian Palace,2011,Comedy,124,46.41,7.3,62,80741
Another Earth,2011,Drama,92,1.32,7,66,80088
"Les Muppets, le retour",2011,Adventure,103,88.63,7.1,75,78960
Our Idiot Brother,2011,Comedy,90,24.81,6.4,60,78167
Take Shelter,2011,Drama,121,1.73,7.4,85,77067
Fight Games,2011,Comedy,92,4.17,6.8,64,76201
My Week with Marilyn,2011,Biography,99,14.6,7,65,75926
Piégée,2011,Action,93,18.94,5.8,67,75891
Justin Bieber: Never Say Never,2011,Documentary,105,73.01,1.6,52,74727
M. Popper et ses pingouins,2011,Comedy,94,68.22,6,53,73951
Les Schtroumpfs,2011,Animation,103,142.61,5.5,30,72625
You're Next,2011,Horror,95,18.47,6.5,66,71971
Happy New Year,2011,Comedy,113,54.54,5.7,22,71517
L'Irlandais,2011,Comedy,96,5.36,7.3,78,70335
Jane Eyre,2011,Drama,120,11.24,7.4,76,69857
Identité secrète,2011,Action,106,28.09,5.1,25,68831
Sortilège,2011,Drama,86,27.87,5.6,40,68829
"Les Boloss - Inbetweeners, le film",2011,Comedy,97,0.04,6.8,44,68734
Young Adult,2011,Comedy,94,16.31,6.3,71,68600
Jack et Julie,2011,Comedy,91,74.16,3.4,23,65712
(S)ex List,2011,Comedy,106,14.01,6.1,35,64047
Detachment,2011,Drama,98,0.07,7.7,52,63947
Killer Joe,2011,Crime,102,1.99,6.7,62,63903
God Bless America,2011,Comedy,105,0.12,7.2,56,63631
Baby-sitter malgré lui,2011,Comedy,81,30.54,5.7,39,63263
Le Joyeux Noël d'Harold et Kumar,2011,Adventure,90,35.03,6.3,61,59061
"Jeff, Who Lives at Home",2011,Comedy,83,4.24,6.5,60,58134
L'aigle de la neuvième légion,2011,Action,114,19.49,6.2,55,57746
Machine Gun,2011,Action,129,0.54,6.8,43,57106
Red State,2011,Action,88,1.1,6.2,50,56781
The Devil's Double,2011,Biography,109,1.36,7.1,52,56416
La maison des ombres,2011,Horror,102,0,6.5,53,56076
Dream House,2011,Drama,84,21.28,6,35,55444
Des saumons dans le désert,2011,Comedy,107,9.03,6.8,58,55389
Il n'est jamais trop tard,2011,Comedy,98,35.61,6.1,41,54231
À la folie,2011,Drama,86,3.41,6.7,68,52157
The Darkest Hour - En 3D,2011,Action,89,21.43,4.9,18,52153
Duo à trois,2011,Comedy,112,39.05,5.9,36,51430
Bernie,2011,Biography,99,9.2,6.8,75,50543
Le jour où je l'ai rencontrée,2011,Drama,83,1.43,6.6,36,50419
Les Winners,2011,Comedy,106,10.18,7.2,75,50315
Apollo 18,2011,Horror,86,17.69,5.2,24,49408
Sanctum,2011,Adventure,108,23.07,5.9,42,49381
Zookeeper - Le Héros des animaux,2011,Comedy,102,80.36,5.2,30,48707
"Arthur, un amour de milliardaire",2011,Comedy,110,33.04,5.7,36,47310
Perfect Sense,2011,Drama,92,0,7.1,55,47254
Une soirée d'enfer,2011,Comedy,97,6.92,6.3,42,46365
Le dilemme,2011,Comedy,111,48.48,5.3,46,46215
Gnomeo et Juliette,2011,Animation,84,99.97,6,53,45775
Grave Encounters,2011,Horror,92,0,6.1,33,44662
"Don, le retour du roi",2011,Action,148,3.68,7.1,49,43563
Martha Marcy May Marlene,2011,Drama,102,2.98,6.9,75,43299
Le complexe du castor,2011,Drama,91,0.97,6.7,60,42987
Sacrifices of War,2011,Drama,146,0.01,7.6,46,42373
Le pacte,2011,Action,105,0.04,6.2,38,41092
Mission: Noël - Les aventures de la famille Noël,2011,Animation,97,46.46,7.1,69,40931
Footloose,2011,Comedy,113,51.8,5.9,58,40454
Hobo with a Shotgun,2011,Action,86,0.7,6.1,55,39728
Soul Surfer,2011,Biography,112,43.85,7.1,53,38696
Kill the Irishman,2011,Biography,106,1.19,7.1,50,38032
Friends with Kids,2011,Comedy,107,7.25,6.2,55,37929
Drôles d'oiseaux,2011,Comedy,100,7.2,6.2,53,37417
Effraction,2011,Crime,91,0.02,5.3,37,37096
Le sang des templiers,2011,Action,121,0,6.2,42,36416
Anonymous,2011,Drama,130,4.46,6.9,50,36367
Bienvenue à Monte Carlo,2011,Adventure,109,23.19,5.8,43,36074
Happy Feet 2,2011,Animation,100,64.01,5.9,50,35405
Bienvenue à Cedar Rapids,2011,Comedy,87,6.86,6.3,70,33882
Voltage,2011,Action,156,2.51,4.8,60,33481
The Hunter,2011,Adventure,102,0.18,6.8,63,33030
The Divide,2011,Drama,112,0.02,5.8,28,32198
Au pays du sang et du miel,2011,Drama,127,0.3,4.4,56,32198
La colocataire,2011,Drama,91,37.3,4.9,23,31230
Il était une fois en Anatolie,2011,Crime,157,0.14,7.8,82,30201
The Human Centipede II (Full Sequence),2011,Horror,91,0.12,3.9,17,29674
Kill List,2011,Crime,95,0.03,6.4,67,29661
The Innkeepers,2011,Horror,101,0.08,5.5,64,29350
Malveillance,2011,Drama,102,0,7.2,70,29059
Hold-Up$,2011,Comedy,87,0,6.4,37,28980
Chiens de paille,2011,Action,110,10.32,5.8,45,28942
This Must Be the Place,2011,Comedy,118,0.14,6.7,61,28446
Ennemis jurés,2011,Drama,123,0.76,6.2,79,28419
Jiro Dreams of Sushi,2011,Documentary,81,2.55,7.9,77,28180
Sleeping Beauty,2011,Drama,101,0.04,5.3,57,27688
Oh My God!,2011,Comedy,100,1.8,6.7,53,27500
Samsara,2011,Documentary,102,2.6,8.5,65,26608
Tyrannosaur,2011,Drama,92,0.02,7.6,65,26384
Hop,2011,Animation,95,108.09,5.5,41,26335
Secret Identity,2011,Action,98,0,5.9,37,25645
Alvin et les Chipmunks 3,2011,Animation,87,133.11,4.4,24,25303
A Little Bit of Heaven,2011,Comedy,106,0.01,6.3,14,25028
Take This Waltz,2011,Comedy,116,1.24,6.6,68,24406
"Ma meilleure amie, sa soeur et moi",2011,Comedy,90,1.57,6.7,72,23457
Le gamin au vélo,2011,Drama,87,1.38,7.4,87,23105
Week-end,2011,Drama,97,0.46,7.7,81,22828
La colline aux coquelicots,2011,Animation,91,1,7.5,71,22826
Shark 3D,2011,Horror,90,18.87,4,22,22053
Big Mamma: de père en fils,2011,Action,107,37.92,4.4,22,21716
Delhi Belly,2011,Comedy,103,1.53,7.6,66,21617
Le journal d'un dégonflé: Rodrick fait sa loi,2011,Comedy,99,52.7,6.6,51,21165
Albert Nobbs,2011,Drama,113,3.01,6.7,57,21050
Rampart,2011,Crime,108,0.97,5.8,70,21036
10 ans déjà,2011,Comedy,100,0.2,6.1,61,20802
Chalet Girl,2011,Comedy,97,0,6.3,42,20664
Puncture,2011,Biography,100,0.07,6.9,54,20449
Silent House,2011,Drama,86,12.56,5.3,49,19747
Bullhead,2011,Crime,129,0.15,7.4,68,19358
L'incroyable histoire de Winter le dauphin,2011,Drama,113,72.29,6.9,64,19291
A Good Old Fashioned Orgy,2011,Comedy,95,0.15,6.2,44,19010
Milo sur Mars,2011,Animation,88,21.38,5.4,49,18768
The Woman,2011,Horror,101,0,6,58,18763
Intruders,2011,Fantasy,100,0.07,5.4,45,18650
Bodyguard,2011,Action,130,0,4.6,41,18486
La famille Pickler,2011,Comedy,90,0.07,6.2,40,18465
Sound of My Voice,2011,Drama,85,0.41,6.6,67,18059
Mais comment font les femmes?,2011,Comedy,89,9.66,4.9,38,17598
Spy Kids: All the Time in the World in 4D,2011,Action,89,38.54,3.6,37,17555
Winnie l'Ourson,2011,Animation,63,26.69,7.2,74,17212
Monsieur Lazhar,2011,Comedy,94,2.01,7.5,82,17170
Le Havre,2011,Comedy,93,0.61,7.2,82,17084
San siu lam zi,2011,Action,131,0.06,6.9,53,17051
Hick,2011,Comedy,99,0,5.7,28,17012
The Ledge,2011,Drama,101,0.01,6.6,34,16761
Courageous,2011,Drama,129,34.52,7,42,16559
Killing Fields,2011,Crime,105,0.05,5.7,49,16224
Forces spéciales,2011,Action,109,0.01,6.4,37,16031
Restless,2011,Drama,91,0.16,6.8,47,15989
"Oslo, 31 août",2011,Drama,95,0.1,7.7,84,15478
Un flic pour cible,2011,Crime,90,0.03,5.1,36,15071
Les crimes de Snowtown,2011,Biography,119,0.01,6.6,66,14708
Starbuck,2011,Comedy,109,0.34,7.3,49,14500
Tomboy,2011,Drama,82,0.13,7.4,74,14414
360,2011,Drama,110,0.1,6.2,43,14285
Life in a Day,2011,Documentary,95,0.25,7.7,58,13944
A Better Life,2011,Drama,98,1.76,7.2,64,13940
Into the Abyss,2011,Documentary,107,0.22,7.3,74,13940
Margaret,2011,Drama,150,0.05,6.5,61,13903
Super Cash Me,2011,Documentary,90,0.64,6.6,66,13837
Prom,2011,Comedy,104,10.13,5.4,50,13565
Detention,2011,Comedy,93,0,5.8,45,13472
From Prada to Nada,2011,Comedy,107,3.02,5.5,39,12823
The Deep Blue Sea,2011,Drama,98,1.12,6.3,82,12751
5 Days of War,2011,Action,113,0.02,5.6,31,12663
Pina,2011,Documentary,103,3.52,7.7,83,12639
Café de Flore,2011,Drama,120,0,7.4,53,12578
Swordsmen,2011,Action,115,0.01,7.1,62,12114
Atlas Shrugged: Part I,2011,Drama,97,4.75,5.7,28,11886
Le cheval de Turin,2011,Drama,155,0.05,7.8,80,11871
Medianeras,2011,Comedy,95,0,7.6,60,11732
Polisse,2011,Crime,127,0.17,7.3,74,11698
Habemus Papam,2011,Comedy,102,0.48,6.7,64,11620
11,2011,Horror,90,0,4,26,11424
The Day,2011,Action,87,0.02,5.2,41,11251
La délicatesse,2011,Comedy,108,0,6.6,53,11191
Love Next Door,2011,Comedy,90,0.36,5.9,46,11170
W.E.,2011,Drama,119,0.58,6.3,37,10618
La vengeance du Petit Chaperon Rouge,2011,Animation,86,10.14,4.8,20,10432
Violet & Daisy,2011,Action,88,0.02,6.1,43,10187
Bucky Larson: Born to Be a Star,2011,Comedy,97,2.33,3.3,9,10029
Or noir,2011,Adventure,130,0,6.7,32,9894
Elena,2011,Drama,109,0.02,7.3,87,9781
That's What I Am,2011,Comedy,101,0,7.1,53,9576
The Dark Knight Rises,2012,Action,164,448.14,8.4,78,1270260
Django Unchained,2012,Drama,165,162.81,8.4,81,1088427
Avengers,2012,Action,143,623.36,8.1,69,1076804
Hunger Games,2012,Adventure,142,408.01,7.2,68,755305
Le Hobbit: Un voyage inattendu,2012,Adventure,169,303,7.9,58,685881
Happiness Therapy,2012,Comedy,122,132.09,7.8,81,582010
Skyfall,2012,Action,143,304.36,7.8,81,561010
Prometheus,2012,Adventure,124,126.48,7,65,508707
Ted,2012,Comedy,106,218.82,7,62,508179
Argo,2012,Biography,120,136.03,7.7,86,497503
L'odyssée de Pi,2012,Adventure,127,124.99,7.9,79,489876
The Amazing Spider-Man,2012,Action,136,262.03,7,66,489786
Looper,2012,Action,113,66.49,7.4,84,467523
21 Jump Street,2012,Action,109,138.45,7.2,69,446706
Le monde de Charlie,2012,Drama,102,17.74,8,67,392097
La cabane dans les bois,2012,Horror,95,42.07,7,72,308816
Cloud Atlas,2012,Action,172,27.11,7.5,55,308048
Rebelle,2012,Animation,93,237.28,7.2,69,306618
Les mondes de Ralph,2012,Animation,101,189.42,7.7,72,302302
Men in Black 3,2012,Action,106,179.02,6.8,58,285752
Flight,2012,Drama,138,93.77,7.3,76,283623
Moonrise Kingdom,2012,Adventure,94,45.51,7.8,84,265199
Les Misérables,2012,Drama,158,148.81,7.6,63,265144
Expendables 2: Unité spéciale,2012,Action,103,85.02,6.6,51,263714
Jack Reacher,2012,Action,130,80.07,7,50,260710
Taken 2,2012,Action,92,139.85,6.3,45,257346
Jason Bourne: L'héritage,2012,Action,135,113.2,6.7,61,252634
Blanche-Neige et le chasseur,2012,Action,127,155.33,6.1,57,245192
The Hit Girls,2012,Comedy,112,65,7.2,66,234893
Zero Dark Thirty,2012,Drama,157,95.72,7.4,95,233831
The Dictator,2012,Comedy,83,59.65,6.4,58,232506
John Carter,2012,Action,132,73.08,6.6,51,226215
Dredd,2012,Action,95,13.41,7.1,59,220477
Chronicle,2012,Sci,84,64.58,7.1,69,218322
Total Recall: Mémoires programmées,2012,Action,118,58.88,6.3,43,216474
Dark Shadows,2012,Comedy,113,79.73,6.2,55,215909
Battleship,2012,Action,131,65.42,5.8,41,215066
Lincoln,2012,Biography,150,182.21,7.4,86,213606
The Place Beyond the Pines,2012,Crime,140,21.38,7.3,68,208712
La chasse,2012,Drama,115,0.69,8.3,77,206315
7 psychopathes,2012,Comedy,110,15.02,7.2,66,203519
Des hommes sans loi,2012,Crime,116,37.4,7.3,58,201295
"Twilight: Chapitre 5 - Révélation, 2e partie",2012,Adventure,115,292.3,5.5,52,199568
End of Watch,2012,Action,109,41,7.7,68,198885
Hôtel Transylvanie,2012,Animation,91,148.31,7.1,47,183633
American Pie 4,2012,Comedy,113,57.01,6.7,49,182391
Sinister,2012,Horror,110,48.09,6.8,53,180538
Sécurité rapprochée,2012,Action,115,126.37,6.8,52,179312
Projet X,2012,Comedy,88,54.73,6.7,48,168361
La colère des Titans,2012,Action,99,83.67,5.8,37,163155
The Impossible,2012,Drama,114,19.02,7.6,73,162867
Je te promets,2012,Drama,104,125.01,6.8,43,161686
L'âge de glace 4: La dérive des continents,2012,Animation,88,161.32,6.6,49,160538
Target,2012,Action,103,54.76,6.3,31,158694
La dame en noir,2012,Drama,95,54.33,6.4,62,155592
Mud - Sur les rives du Mississippi,2012,Drama,130,21.59,7.4,76,147502
Abraham Lincoln: Chasseur de vampires,2012,Action,105,37.52,5.9,42,136249
Les cinq légendes,2012,Animation,97,103.41,7.3,57,135005
Madagascar 3: Bons baisers d'Europe,2012,Animation,93,216.39,6.9,60,132149
Dos au mur,2012,Action,102,18.62,6.6,40,131822
Underworld: Nouvelle ère,2012,Action,88,62.32,6.4,39,131081
Cogan - Killing Them Softly,2012,Crime,97,15.03,6.2,64,118744
Resident Evil: Retribution,2012,Action,95,42.35,5.4,39,118070
The Master,2012,Drama,138,16.38,7.1,86,117788
Spring Breakers,2012,Crime,94,14.12,5.3,63,117555
Magic Mike,2012,Comedy,110,113.72,6.1,72,116873
"Moi, député",2012,Comedy,85,86.91,6.1,50,112973
40 ans: mode d'emploi,2012,Comedy,134,67.54,6.2,59,110695
Voisins du troisième type,2012,Action,102,35.35,5.7,36,110413
Savages,2012,Crime,131,47.38,6.5,59,110103
Safety Not Guaranteed,2012,Comedy,86,4.01,7,72,107295
Contrebande,2012,Action,109,66.53,6.5,51,106864
Premium Rush,2012,Action,91,20.28,6.5,66,101027
Jusqu'à ce que la fin du monde nous sépare,2012,Adventure,101,6.62,6.7,59,95937
Safe,2012,Action,94,17.14,6.5,55,90839
The Lucky One,2012,Drama,101,60.46,6.5,39,86372
Lock Out,2012,Action,95,14.33,6.1,48,86223
Elle s'appelle Ruby,2012,Comedy,104,2.54,7.2,67,86091
Le Lorax,2012,Animation,86,214.03,6.4,46,84042
5 ans de réflexion,2012,Comedy,124,28.84,6.2,62,83547
Frankenweenie,2012,Animation,87,35.29,7,74,82233
L'étrange pouvoir de Norman,2012,Animation,92,56,7,72,80721
Prof poids lourd,2012,Action,105,45.29,6.4,40,78365
Amour,2012,Drama,125,6.74,7.9,94,78319
Anna Karenine,2012,Drama,129,12.82,6.6,63,78198
L'ombre du mal,2012,Crime,110,16.01,6.4,44,76816
Crazy Dad,2012,Comedy,116,36.93,5.6,31,76794
Blanche Neige,2012,Adventure,106,64.94,5.6,46,75339
Voyage au centre de la Terre 2: L'île mystérieuse,2012,Action,94,103.86,5.8,41,74742
To Rome with Love,2012,Comedy,112,16.69,6.3,54,74717
Les bêtes du Sud sauvage,2012,Adventure,93,12.8,7.3,86,74390
L'amour malgré tout,2012,Comedy,97,0.08,7.3,49,73537
Disconnect,2012,Drama,115,7.44,7.6,64,66612
Rock Forever,2012,Comedy,123,38.52,5.9,47,66001
L'aube rouge,2012,Action,93,44.81,5.4,31,65938
"Peace, love et plus si affinités",2012,Comedy,98,17.23,5.6,53,65806
The Words,2012,Drama,102,11.49,7.1,37,65584
Hitchcock,2012,Biography,98,6.01,6.8,55,64700
Upside Down,2012,Drama,109,0.1,6.4,45,63066
La maison au bout de la rue,2012,Drama,101,31.61,5.6,31,62792
Ce qui vous attend si vous attendez un enfant,2012,Comedy,110,41.15,5.7,41,61761
Act of Valor: Les Soldats de l'Ombre,2012,Action,110,70.01,6.5,40,61099
The Iceman,2012,Action,106,1.94,6.9,60,61035
Gangs of Wasseypur,2012,Action,321,0,8.3,89,57183
The First Time,2012,Comedy,95,0.02,6.9,55,56634
Robot & Frank,2012,Comedy,89,3.33,7.1,67,56178
L'homme aux poings de fer,2012,Action,95,15.63,5.4,51,56170
Paranormal Activity 4,2012,Horror,88,53.92,4.6,40,54884
De rouille et d'os,2012,Drama,120,2.06,7.5,73,54579
Sugar Man,2012,Documentary,86,3.97,8.2,79,54216
Silent Hill: Revelation,2012,Adventure,95,17.53,5,16,53684
Une nouvelle chance,2012,Drama,111,35.76,6.8,58,52261
Red Lights,2012,Drama,114,0.05,6.2,36,52153
Frances Ha,2012,Comedy,86,4.06,7.4,82,51701
Possédée,2012,Horror,92,49.13,5.9,45,50755
V/H/S,2012,Horror,116,0.1,5.8,55,49321
Sexy Dance 4: Miami Heat,2012,Drama,99,35.07,6.5,43,48754
