movie,year,genre,length,gross,audience,critic,votes
Mr. Nobody,2009,Drama,141,0,7.9,63,176949
"I Love You, Man",2009,Comedy,105,71.44,7,70,176541
Tempête de boulettes géantes,2009,Animation,90,124.87,7,66,169541
Jusqu'en enfer,2009,Horror,99,42.1,6.6,83,168143
Coraline,2009,Animation,100,75.29,7.7,80,164217
L'attaque du métro 123,2009,Action,106,65.45,6.4,55,162098
Esther,2009,Horror,123,41.6,7,42,160299
Clones,2009,Action,89,38.58,6.3,45,158094
Fantastic Mr. Fox,2009,Animation,87,21,7.8,83,156968
17 ans encore,2009,Comedy,102,64.17,6.4,48,156767
Dans ses yeux,2009,Drama,129,20.17,8.2,80,152543
La nuit au musée 2,2009,Adventure,105,177.24,5.9,42,145700
Ce que pensent les hommes,2009,Comedy,129,93.95,6.4,47,141248
Adventureland - Job d'été à éviter,2009,Comedy,107,16.03,6.8,76,139993
Lovely Bones,2009,Drama,135,43.82,6.7,42,134591
Underworld 3 - Le soulèvement des Lycans,2009,Action,92,45.8,6.6,44,133942
Invictus,2009,Biography,134,37.49,7.4,74,133566
L'imaginarium du docteur Parnassus,2009,Adventure,123,7.69,6.8,65,132611
Pandorum,2009,Action,108,10.33,6.8,28,130138
Brüno,2009,Comedy,81,60.05,5.8,54,126787
Monstres contre Aliens,2009,Animation,94,198.35,6.5,56,125375
Hors du temps,2009,Drama,107,63.41,7.1,47,124218
Hyper Tension 2,2009,Action,96,13.63,6.2,41,123049
Jeux de pouvoir,2009,Crime,127,37.02,7.1,64,119739
Ultimate Game,2009,Action,95,20.49,5.8,27,119308
Numéro 9,2009,Animation,79,31.74,7.1,60,118827
Une éducation,2009,Drama,100,12.57,7.3,85,117955
Les chèvres du Pentagone,2009,Comedy,94,32.42,6.2,54,115534
A Serious Man,2009,Comedy,106,9.19,7,79,111361
Daybreakers,2009,Action,98,30.1,6.5,57,111355
Funny People,2009,Comedy,146,51.86,6.3,60,104852
The Invention of Lying,2009,Comedy,100,18.44,6.4,58,100512
Jennifer's Body,2009,Comedy,102,16.2,5.1,47,99218
La princesse et la grenouille,2009,Animation,97,104.4,7.1,73,99100
Antichrist,2009,Drama,108,0.4,6.6,49,97701
Good Morning England,2009,Comedy,135,7.99,7.4,58,96591
Brothers,2009,Drama,105,28.5,7.1,58,96049
Push,2009,Action,111,31.81,6.1,36,96014
Precious,2009,Drama,110,47.4,7.3,79,94429
A Single Man,2009,Drama,99,9.17,7.6,77,93687
Max et les Maximonstres,2009,Adventure,101,77.23,6.8,71,92399
"Paul Blart, super vigile",2009,Action,91,20.82,5.2,39,90065
Thérapie de couples,2009,Comedy,113,109.21,5.5,23,88624
Julie & Julia,2009,Biography,118,94.13,7,66,87333
Meilleures ennemies,2009,Comedy,89,58.72,5.5,24,87297
Saw VI,2009,Horror,90,27.67,6,30,85512
Un prophète,2009,Crime,150,2.08,7.9,90,83900
Splice,2009,Drama,104,17,5.8,66,83802
L'enquête - The international,2009,Action,118,25.45,6.5,52,83550
I Love You Phillip Morris,2009,Biography,98,2.04,6.6,65,83248
Le drôle de Noël de Scrooge,2009,Animation,96,137.86,6.8,55,83140
Destination finale 4,2009,Horror,82,66.48,5.2,30,82364
Vendredi 13,2009,Horror,97,65,5.6,34,82126
The Box,2009,Drama,115,15.05,5.6,47,81058
L'an 1 - Des débuts difficiles,2009,Adventure,97,43.34,4.9,34,80874
Ma vie pour la tienne,2009,Drama,109,49.2,7.4,51,80713
Millénium 2: La fille qui rêvait d'un bidon d'essence et d'une allumette,2009,Crime,129,9.08,7.2,66,79618
Harry Brown,2009,Action,103,1.82,7.2,55,77837
Pas si simple,2009,Comedy,120,112.74,6.6,57,74996
Crazy Heart,2009,Drama,112,39.46,7.3,83,74032
La dernière maison sur la gauche,2009,Horror,110,32.72,6.6,42,73926
Hanté par ses ex,2009,Comedy,100,55.25,5.8,34,72719
Be Bad!,2009,Comedy,90,15.28,6.5,63,68145
Bad Lieutenant - Escale à la Nouvelle-Orléans,2009,Crime,122,1.7,6.7,69,67931
Les intrus,2009,Drama,87,28.57,6.4,43,67458
Confessions d'une accro au shopping,2009,Comedy,104,44.28,5.9,38,67189
Phénomènes paranormaux,2009,Mystery,98,25.46,5.9,34,66781
Le cas 39,2009,Horror,109,13.25,6.2,25,66102
Whatever Works,2009,Comedy,93,5.31,7.2,45,63758
The Human Centipede (First Sequence),2009,Horror,92,0.18,4.4,33,62873
Solomon Kane,2009,Action,104,0,6.1,48,62712
Dragonball Evolution,2009,Action,85,9.35,2.6,45,61596
Ninja Assassin,2009,Action,99,38.11,6.4,34,61481
Chloé,2009,Drama,96,3.07,6.3,48,61138
Escapade fatale,2009,Adventure,98,15.48,6.5,63,60142
[Rec]²,2009,Horror,85,0.03,6.6,52,59996
Bliss,2009,Drama,111,13.04,6.9,68,58527
Le ruban blanc,2009,Drama,144,2.22,7.8,82,58481
Dead Snow,2009,Comedy,90,0.04,6.3,61,58208
Millénium 3: La reine dans le palais des courants d'air,2009,Crime,147,5.19,7.3,60,57925
Agora,2009,Adventure,127,0.62,7.2,55,57534
Les anges de Boston 2,2009,Action,118,10.27,6.3,24,56181
The Informant!,2009,Comedy,108,33.31,6.5,66,55920
Canine,2009,Drama,94,0.11,7.3,73,55634
L'élite de Brooklyn,2009,Crime,132,27.15,6.7,43,55487
Le monde (presque) perdu,2009,Adventure,102,49.44,5.4,32,55295
Ronnie la Gaffe,2009,Comedy,86,23.99,5.8,54,54753
Le dernier rite,2009,Drama,92,55.39,5.9,33,53758
Everybody's Fine,2009,Adventure,99,8.86,7.1,47,53302
Enter the Void,2009,Drama,161,0.34,7.3,69,52971
Fanboys,2009,Adventure,90,0.69,6.6,45,52172
Fish Tank,2009,Drama,123,0.37,7.3,81,52009
Victoria - Les jeunes années d'une reine,2009,Biography,105,11,7.3,64,49954
Meurtres à la Saint-Valentin,2009,Horror,101,51.55,5.5,51,48208
"Le guerrier silencieux, Valhalla Rising",2009,Adventure,93,0.02,6,61,48034
The Collector,2009,Horror,90,7.71,6.4,29,48009
Away We Go,2009,Comedy,98,9.45,7.1,58,47868
In the Loop,2009,Comedy,106,2.38,7.5,83,47601
La montagne ensorcelée,2009,Action,98,67.17,5.7,52,47271
Le soliste,2009,Biography,117,31.67,6.7,61,46196
Unborn,2009,Drama,88,42.67,4.8,30,44602
Planète 51,2009,Animation,91,42.09,6.1,39,44205
Duplicity,2009,Comedy,125,40.57,6.2,69,43421
The cove - La baie de la honte,2009,Documentary,92,0.86,8.5,84,43076
Halloween II,2009,Horror,105,33.39,4.9,35,39996
Extract,2009,Comedy,92,10.81,6.2,61,39764
Banlieue 13: Ultimatum,2009,Action,101,0.04,6.5,64,39435
Nine,2009,Drama,118,19.66,5.8,49,39285
"Sea, sex and fun",2009,Comedy,90,17.23,6.2,31,39179
Black Dynamite,2009,Action,84,0.23,7.4,65,38948
L'assistant du vampire,2009,Action,109,13.84,5.9,43,38136
Capitalism: A Love Story,2009,Documentary,127,14.36,7.4,61,37868
La panthère rose 2,2009,Adventure,92,35.92,5.6,36,36295
Mission G,2009,Animation,88,119.44,5.1,41,35918
La famille Jones,2009,Drama,96,1.47,6.5,55,35387
The Damned United,2009,Biography,98,0.45,7.6,81,35368
Notorious B.I.G.,2009,Biography,122,36.84,6.7,60,35364
Alvin et les Chipmunks 2,2009,Animation,88,219.61,4.5,41,35279
All About Steve,2009,Comedy,99,33.86,4.8,17,35180
This Is It,2009,Documentary,111,72.09,7.3,67,34820
Hannah Montana - Le film,2009,Comedy,102,79.57,4.3,47,34497
"Thirst, ceci est mon sang",2009,Drama,133,0.3,7.2,73,34483
Toy boy,2009,Comedy,97,0.25,5.9,43,34425
Coco avant Chanel,2009,Biography,105,6.11,6.7,65,34393
Middle Men,2009,Comedy,105,0.72,6.6,60,34196
World's Greatest Dad,2009,Comedy,99,0.22,6.9,69,33896
The House of the Devil,2009,Horror,95,0.1,6.4,73,33809
Étreintes brisées,2009,Drama,127,5.01,7.2,76,33726
Defendor: héros ou zéro,2009,Comedy,101,0.04,6.8,57,33019
Les 2 font la 'père',2009,Comedy,88,49.49,5.4,19,32915
After.Life,2009,Drama,104,0.11,5.9,36,32884
À propos d'Elly,2009,Drama,119,0.11,8.1,87,32656
Mother,2009,Action,129,0.55,7.8,79,32518
Où sont passés les Morgan?,2009,Comedy,103,29.58,4.8,27,31949
Soul Kitchen,2009,Comedy,99,0.27,7.3,76,31578
Adam,2009,Drama,99,2.28,7.2,56,31100
The Messenger,2009,Drama,113,0.07,7.1,77,31097
Nowhere Boy,2009,Biography,98,1.45,7.2,67,30873
"I Love You, Beth Cooper",2009,Comedy,102,14.79,5.3,32,30113
Fighting,2009,Action,105,23.04,5.6,61,29261
City Island,2009,Comedy,104,6.67,7.4,66,28463
Astro Boy,2009,Animation,94,19.55,6.3,53,28073
Sin nombre,2009,Adventure,96,2.53,7.6,77,27854
Blindés,2009,Action,88,15.99,5.7,50,27431
Love Happens,2009,Drama,109,22.93,5.6,33,27234
Micmacs à tire-larigot,2009,Action,105,1.26,7.2,62,26246
Hôtel Woodstock,2009,Biography,120,7.44,6.7,55,26018
Brendan et le secret de Kells,2009,Animation,71,0.69,7.7,81,25801
Le beau-père,2009,Crime,101,29.06,5.6,33,25566
Soeurs de sang,2009,Horror,101,11.96,5.1,24,25526
Escrocs en herbe,2009,Comedy,105,0.07,6.5,58,24974
Obsessed,2009,Drama,108,68.26,4.9,25,24834
12 Rounds,2009,Action,108,12.23,5.6,38,24467
Bright Star,2009,Biography,119,4.44,7,81,22796
La disparition d'Alice Creed,2009,Crime,100,0.17,6.8,65,22315
J'ai tué ma mère,2009,Drama,96,0,7.5,77,21950
Street Fighter - La légende de Chun-Li,2009,Action,96,8.74,3.7,17,20718
Droit de passage,2009,Crime,113,0.45,6.8,38,20708
The Hole,2009,Adventure,92,0,5.7,57,20492
Le grand jour,2009,Drama,103,9.18,7.1,77,20122
Summer Wars,2009,Animation,114,0.08,7.6,63,19778
Home,2009,Documentary,120,0,8.6,47,19628
Miss March,2009,Comedy,90,4.54,5,7,19258
New in Town,2009,Comedy,97,16.73,5.6,29,18962
Survival of the Dead,2009,Comedy,90,0.1,4.9,43,18516
"The Goods: Live Hard, Sell Hard",2009,Comedy,89,15.1,5.8,39,18445
Les Zintrus,2009,Animation,86,25.2,5.4,42,18139
Ondine,2009,Drama,111,0.55,6.8,65,18065
Palace pour chiens,2009,Comedy,100,73.03,5.4,51,18015
Conspiration,2009,Action,105,0.5,5.8,26,17642
The Limits of Control,2009,Crime,116,0.43,6.3,41,17151
Le psy d'Hollywood,2009,Comedy,104,0.19,6.7,40,17145
Jonas Brothers - Le concert événement 3-D,2009,Documentary,76,19.16,2.1,45,17139
Cracks,2009,Drama,104,0.02,6.7,54,16913
Un hiver à Central Park,2009,Drama,102,0.02,6.4,37,16619
Paper Man,2009,Comedy,110,0.02,6.6,37,16533
Vacances à la grecque,2009,Comedy,95,8.66,5.9,34,16265
"Tolstoï, le dernier automne",2009,Biography,112,6.62,7,76,16172
Le concert,2009,Comedy,119,0.66,7.6,60,15843
Amore,2009,Drama,120,5.01,7,79,15832
Fame,2009,Comedy,107,22.46,5,39,14800
Girlfriend Experience,2009,Drama,77,0.7,5.5,66,14548
Solitary Man,2009,Comedy,90,4.36,6.4,69,14242
Looking for Eric,2009,Comedy,116,0.06,7.2,66,13988
Blood: The Last Vampire,2009,Action,91,0.26,5.3,28,13611
College Rock Stars,2009,Comedy,111,5.21,6.4,66,12651
Bitch Slap,2009,Action,109,0.02,4.5,19,12546
Post Grad,2009,Comedy,88,6.37,5.3,35,12430
Création,2009,Biography,108,0.34,6.7,51,12375
Les vies privées de Pippa Lee,2009,Comedy,98,0,6.4,49,11698
The Slammin' Salmon,2009,Comedy,90,0.04,6.5,40,11416
Dans ses rêves,2009,Comedy,107,16.09,5.6,54,11397
Présumé coupable,2009,Crime,106,0.03,5.9,35,11262
Five Minutes of Heaven,2009,Drama,89,0.01,6.7,62,11235
Tetro,2009,Drama,127,0.52,6.9,65,11128
Amelia,2009,Adventure,111,14.24,5.8,37,10700
OSS 117: Rio ne répond plus,2009,Action,101,0.09,6.9,58,10647
Dance Movie,2009,Action,83,25.62,3.5,40,10594
Mother and Child,2009,Drama,125,1.11,7.2,64,10401
Madea Goes to Jail,2009,Comedy,103,90.49,4.3,50,10223
Fleur du désert,2009,Biography,120,0.04,7.4,54,10112
Lebanon,2009,Drama,93,0.37,6.9,85,10019
The Revenants,2009,Comedy,117,0,6.3,57,9861
Shinjuku Incident: Guerre de gangs à Tokyo,2009,Action,119,0,7.1,63,9851
Gentlemen Broncos,2009,Adventure,89,0.11,6.2,28,9764
Chéri,2009,Comedy,100,2.71,6.2,63,9449
Paa,2009,Comedy,133,0.2,7.2,30,9417
Mes garçons sont de retour,2009,Drama,104,0.81,6.9,57,9285
Heartless,2009,Drama,114,0,6,58,9242
City of Life and Death,2009,Drama,133,0.12,7.7,85,8998
New York,2009,Crime,153,0.98,6.8,35,8967
Âmes en stock,2009,Comedy,101,0.9,6.5,69,8915
Love away,2009,Drama,125,0.01,6.9,51,8877
I Can Do Bad All by Myself,2009,Comedy,113,51.73,4.2,55,8710
Next Day Air,2009,Action,84,10.02,5.8,46,8619
Le Fiancé Idéal,2009,Comedy,90,0.1,5.9,47,8359
Big Fan,2009,Comedy,88,0.23,6.7,70,8335
Inception,2010,Action,148,292.58,8.8,74,1654587
Shutter Island,2010,Mystery,138,128.01,8.1,63,899270
Toy Story 3,2010,Animation,103,415,8.3,92,612525
Black Swan,2010,Drama,108,106.95,8,79,601438
Iron Man 2,2010,Action,124,312.43,7,57,579760
Le discours d'un roi,2010,Biography,118,138.8,8,88,551149
Dragons,2010,Animation,98,217.58,8.1,74,546618
The Social Network,2010,Biography,120,96.96,7.7,95,528696
Kick-Ass,2010,Action,117,48.07,7.7,66,470179
"Moi, moche et méchant",2010,Animation,95,251.51,7.7,72,427466
Harry Potter et les reliques de la mort: 1ère partie,2010,Adventure,146,295.98,7.7,65,375231
Alice au pays des merveilles,2010,Adventure,108,334.19,6.5,53,335019
Raiponce,2010,Animation,100,200.82,7.8,71,330438
Scott Pilgrim,2010,Action,112,31.49,7.5,69,306397
Easy Girl,2010,Comedy,92,58.4,7.1,72,305458
127 heures,2010,Adventure,94,18.34,7.6,82,302999
The Town,2010,Crime,125,92.19,7.6,74,302557
Fighter,2010,Biography,116,93.62,7.8,79,297842
Expendables: Unité spéciale,2010,Action,103,103.07,6.5,45,291180
Date limite,2010,Comedy,95,100.54,6.6,51,288992
Tron: L'héritage,2010,Action,125,172.06,6.8,49,280565
True Grit,2010,Adventure,110,171.24,7.6,80,262742
Salt,2010,Action,100,118.31,6.4,65,262394
Red,2010,Action,111,90.38,7.1,60,256722
Le livre d'Eli,2010,Action,118,94.84,6.9,53,249514
Le choc des Titans,2010,Action,106,163.21,5.8,39,243708
Prince of Persia: Les sables du temps,2010,Action,116,90.76,6.6,50,239791
Insidious,2010,Horror,103,54.01,6.8,52,229881
Robin des Bois,2010,Action,140,105.27,6.7,53,226650
L'agence tous risques,2010,Action,117,77.22,6.8,47,224252
Very Bad Cops,2010,Action,107,119.22,6.7,64,206243
Twilight: chapitre 3 - Hésitation,2010,Adventure,124,300.53,4.9,58,197554
Copains pour toujours,2010,Comedy,102,162,6,30,196398
The Tourist,2010,Action,103,67.63,6,37,192642
Megamind,2010,Animation,95,148.42,7.3,63,190516
Predators,2010,Action,107,52,6.4,51,184490
Machete,2010,Action,105,26.59,6.6,60,174605
Unstoppable,2010,Action,98,81.56,6.8,69,162128
Night and Day,2010,Action,109,76.42,6.3,46,159208
Blue Valentine,2010,Drama,112,9.74,7.4,81,156990
Les trois prochains jours,2010,Crime,133,21.15,7.4,52,156897
"Love, et autres drogues",2010,Comedy,112,32.37,6.7,55,156403
American Trip,2010,Adventure,109,60.97,6.4,65,154928
Percy Jackson: Le voleur de foudre,2010,Adventure,118,88.76,5.9,47,153815
"Shrek 4, il était une fin",2010,Animation,93,238.37,6.3,58,152488
La machine à démonter le temps,2010,Comedy,101,50.29,6.4,63,146690
Resident Evil: Afterlife,2010,Action,96,60.13,5.9,37,145035
Tucker & Dale fightent le mal,2010,Comedy,89,0.22,7.6,65,142700
The Ghost Writer,2010,Drama,128,15.54,7.2,77,141364
Crazy Night,2010,Comedy,88,98.71,6.3,56,136686
L'apprenti sorcier,2010,Action,109,63.15,6.1,46,134882
Karaté Kid,2010,Action,140,176.59,6.2,61,133772
Buried,2010,Drama,95,1.03,7,65,129667
Le dernier maître de l'air,2010,Action,103,131.56,4.2,20,128636
Remember Me,2010,Drama,113,19.07,7.2,40,122565
Never Let Me Go,2010,Drama,103,2.43,7.2,69,120982
Winter's Bone,2010,Drama,100,6.53,7.2,90,119560
Le monde de Narnia: L'odyssée du passeur d'aurore,2010,Adventure,113,104.39,6.3,53,117853
Cher John,2010,Drama,108,80.01,6.3,43,117423
Green Zone,2010,Action,115,35.05,6.8,63,117059
Une drôle d'histoire,2010,Comedy,101,6.35,7.1,63,117032
Tout va bien! The Kids Are All Right,2010,Comedy,106,20.81,7.1,86,116283
Devil,2010,Horror,80,33.58,6.2,44,113862
Trop belle!,2010,Comedy,104,31.58,6.4,46,108494
Bébé mode d'emploi,2010,Comedy,114,53.37,6.6,39,105000
Le chasseur de primes,2010,Action,110,67.06,5.5,22,104909
From Paris with Love,2010,Action,92,23.98,6.5,42,102862
Incendies,2010,Drama,131,6.86,8.2,80,101525
Valentine's Day,2010,Comedy,125,110.49,5.7,34,101248
Laisse-moi entrer,2010,Drama,116,12.13,7.2,79,100155
The Crazies,2010,Horror,101,39.12,6.5,55,99144
Les chemins de la liberté,2010,Adventure,133,2.7,7.3,66,95467
Wolfman,2010,Drama,103,61.98,5.8,43,93782
Mon beau-père et nous,2010,Comedy,98,148.38,5.5,27,92621
Repo Men,2010,Action,111,13.79,6.3,32,92133
Wall Street: l'argent ne dort jamais,2010,Drama,133,52.47,6.2,59,89272
Paranormal Activity 2,2010,Horror,91,84.75,5.7,53,88128
Légion - L'Armée des anges,2010,Action,100,40.17,5.2,32,86439
Faster,2010,Action,98,23.24,6.5,44,86122
The Dinner,2010,Comedy,114,73.03,5.9,56,85322
Une famille très moderne,2010,Comedy,101,27.76,6.1,52,84801
Au-delà,2010,Drama,129,32.75,6.5,56,83845
The American,2010,Crime,105,35.61,6.3,61,83620
J'ai rencontré le diable,2010,Action,142,0.13,7.8,67,83220
My Name Is Khan,2010,Drama,165,4.02,8,50,82449
Monsters,2010,Drama,94,0.24,6.4,63,80997
Freddy - Les griffes de la nuit,2010,Crime,95,63.08,5.2,35,80787
Lettres à Juliette,2010,Adventure,105,53.03,6.6,50,80693
Hors de contrôle,2010,Crime,117,43.31,6.6,55,80502
"Ip Man 2, le retour du grand maître",2010,Action,108,0.21,7.6,67,79935
Skyline,2010,Action,97,21.37,4.4,26,79694
Beginners,2010,Comedy,105,5.79,7.2,81,79647
The Losers,2010,Action,97,23.58,6.4,44,79084
Donne-moi ta main,2010,Comedy,100,25.92,6.5,33,78739
Top Cops,2010,Action,107,44.88,5.6,31,78545
Kiss & Kill,2010,Action,100,47.06,5.4,21,77550
Piranha 3D,2010,Comedy,88,25,5.5,53,77192
Saw 3D - Chapitre final,2010,Horror,90,45.71,5.6,24,76284
Biutiful,2010,Drama,148,5.1,7.5,58,75352
Submarine,2010,Comedy,97,0.47,7.3,76,74160
Troupe d'élite - L'ennemi intérieur,2010,Action,115,0.1,8.1,71,71327
"Mange, prie, aime",2010,Drama,133,80.57,5.7,50,70763
Le royaume de Ga'Hoole - La légende des gardiens,2010,Animation,97,55.68,7,53,70288
Centurion,2010,Action,97,0.12,6.4,62,69908
Flipped,2010,Comedy,90,1.75,7.7,45,68434
La dernière chanson,2010,Drama,107,62.95,5.9,33,67090
Super,2010,Comedy,96,0.32,6.8,50,66332
Burlesque,2010,Drama,119,39.44,6.4,47,66264
Sex and the City 2,2010,Comedy,146,95.35,4.4,27,64370
Morning Glory,2010,Comedy,107,31.01,6.5,57,63098
I Spit on Your Grave,2010,Horror,108,0.09,6.3,27,62627
We Are Four Lions,2010,Comedy,97,0.3,7.3,68,61956
Inside Job,2010,Documentary,105,4.31,8.3,88,61635
Arrietty: Le petit monde des chapardeurs,2010,Animation,94,19.2,7.6,80,60786
Troll Hunter,2010,Drama,103,0.25,7,61,59501
L'affaire Rachel Singer,2010,Drama,113,31.18,6.9,65,58471
Frozen,2010,Thriller,93,0.24,6.2,43,57988
Les voyages de Gulliver,2010,Adventure,85,42.78,4.9,33,56831
Faites le mur,2010,Documentary,87,3.29,8,85,55469
13 assassins,2010,Action,141,0.8,7.6,84,54845
C'était à Rome,2010,Comedy,91,32.67,5.6,25,54324
Trop loin pour toi,2010,Comedy,102,17.8,6.3,51,52799
Le secret de Charlie,2010,Drama,99,31.16,6.5,37,51330
Jackass 3D,2010,Documentary,95,117.22,7,56,50676
Sexy Dance 3 The Battle,2010,Drama,107,42.4,6.2,45,50596
Takers,2010,Action,107,57.74,6.2,45,50214
Senna,2010,Documentary,106,1.61,8.6,79,50151
Jonah Hex,2010,Action,81,10.54,4.7,33,48953
Animal Kingdom,2010,Crime,113,1.04,7.3,83,48935
Hesher,2010,Comedy,106,0.38,7.1,45,46485
Love & Secrets,2010,Crime,101,0.58,6.3,57,45826
Encore toi!,2010,Comedy,105,25.7,5.8,28,43932
Le dernier exorcisme,2010,Drama,87,41.03,5.6,63,43911
Everything Must Go,2010,Comedy,97,2.71,6.4,65,43668
Le plan B,2010,Comedy,104,37.49,5.3,34,43588
Rabbit Hole,2010,Drama,91,2.23,7,76,43310
Don't Be Afraid of the Dark,2010,Fantasy,99,24.04,5.6,56,42825
London Boulevard,2010,Crime,103,0.01,6.2,52,42820
Last Night,2010,Drama,93,0.1,6.6,50,42474
Les Runaways,2010,Biography,106,3.57,6.6,65,41945
Mords-moi sans hésitation,2010,Comedy,82,36.66,3.5,18,41437
Fair Game,2010,Biography,108,9.53,6.8,69,41219
Vous allez rencontrer un bel et sombre inconnu,2010,Comedy,98,3.25,6.3,51,39453
Panique aux funérailles,2010,Comedy,92,42.74,5.7,51,38994
The Company Men,2010,Drama,104,4.44,6.8,69,38975
Black Death,2010,Action,102,0.02,6.4,71,38790
Somewhere,2010,Comedy,97,1.77,6.3,67,38393
MacGruber,2010,Action,90,8.46,5.5,43,37987
Comment savoir,2010,Comedy,121,30.21,5.4,46,37953
Conviction,2010,Biography,107,6.78,7.2,61,37492
Catfish,2010,Documentary,87,3.23,7.1,65,37258
Stake Land,2010,Drama,98,0.02,6.5,66,37112
Trust,2010,Crime,106,0.12,6.9,60,37097
Stone,2010,Drama,105,1.8,5.4,58,36642
13,2010,Drama,91,0,6.1,29,36639
The Ward - L'hôpital de la terreur,2010,Horror,89,0,5.6,38,36228
Le journal d'un dégonflé,2010,Comedy,94,64,6.2,56,35666
Revenge,2010,Drama,119,1.01,7.7,65,34840
Fée malgré lui,2010,Comedy,101,60.02,5,36,33820
Kung Fu Nanny,2010,Action,94,24.27,5.4,27,33475
Greenberg,2010,Comedy,107,4.22,6.1,76,32124
Petits meurtres à l'anglaise,2010,Action,98,0.12,6.9,41,32115
Cyrus,2010,Comedy,91,7.46,6.3,74,31482
The Killer Inside Me,2010,Crime,109,0.21,6.1,53,30266
L'illusionniste,2010,Animation,80,2.23,7.5,82,30238
Rubber,2010,Comedy,82,0.1,5.8,59,28799
"Demain, quand la guerre a commencé",2010,Action,103,0,6.2,54,28237
Le silence des ombres,2010,Horror,112,0,6.1,28,27620
Happythankyoumoreplease,2010,Comedy,100,0.22,6.8,45,27500
Seule contre tous,2010,Action,112,1.12,7.2,59,27441
The Way - La route ensemble,2010,Adventure,123,4.43,7.4,64,25512
La conspiration,2010,Crime,122,11.54,6.9,55,25230
Another Year,2010,Comedy,129,3.21,7.3,80,25044
La voie du guerrier,2010,Action,100,5.66,6.3,45,23306
L'empire des ombres,2010,Horror,92,0.02,4.9,50,22977
L'arnacoeur,2010,Comedy,105,0.5,6.8,59,22682
Secretariat,2010,Biography,123,59.71,7.2,61,22491
Le monde de Barney,2010,Comedy,134,7.5,7.3,67,22159
The Perfect Host,2010,Comedy,93,0.05,6.8,48,22099
Père Noël Origines,2010,Adventure,84,0.26,6.7,71,22088
Nanny McPhee et le Big Bang,2010,Comedy,109,29.2,6.1,52,22082
Les amours imaginaires,2010,Drama,101,0.06,7.2,70,21852
Welcome to the Rileys,2010,Drama,110,0.15,7,50,21284
Les petits mouchoirs,2010,Comedy,154,0.21,7.1,50,20391
Waiting for Forever,2010,Comedy,95,0.03,6,26,18723
"Restrepo, être soldats en Afghanistan",2010,Documentary,93,1.33,7.6,85,18627
Tamara Drewe,2010,Comedy,107,0.56,6.2,64,18294
Yogi l'ours,2010,Animation,80,100.25,4.6,35,17706
Bunraku,2010,Action,124,0,6.2,28,17576
My Soul to Take,2010,Horror,107,14.64,4.8,25,17466
Cadavres à la pelle,2010,Comedy,91,0,6.2,46,17383
I'm Still Here,2010,Comedy,108,0.41,6.2,48,17261
Braquage à New York,2010,Comedy,108,0.1,6,49,16661
Copie conforme,2010,Drama,106,1.34,7.3,82,16529
Country Strong,2010,Drama,117,20.22,6.3,45,15553
Casino Jack,2010,Biography,108,1.04,6.2,51,15540
Mesures exceptionnelles,2010,Drama,106,11.85,6.5,45,15081
Ramona et Beezus,2010,Adventure,103,26.16,6.6,56,14947
Easy Money,2010,Action,124,0.19,6.7,75,14690
Elle s'appelait Sarah,2010,Drama,111,7.69,7.5,59,14112
The Murderer,2010,Action,157,0,7.4,70,14066
Mother's Day,2010,Horror,112,0,6.3,34,14054
Lost Identity,2010,Adventure,91,0,5.3,61,13733
Dylan Dog,2010,Action,107,1.18,5.1,31,13637
La forêt contre-attaque,2010,Comedy,92,17.6,3.8,23,13367
Des hommes et des dieux,2010,Drama,122,3.95,7.2,86,13313
La grotte des rêves perdus,2010,Documentary,90,5.23,7.4,86,12917
Tiny Furniture,2010,Comedy,98,0.39,6.2,72,12844
Boy,2010,Comedy,87,0.26,7.5,70,12646
Marmaduke,2010,Comedy,87,33.64,4.2,30,12254
À bout portant,2010,Action,84,0.71,6.8,75,12175
We Want Sex Equality,2010,Biography,113,1.09,7.2,65,12021
Alpha et Omega,2010,Animation,90,25.08,5.3,36,11725
Howl,2010,Biography,84,0.62,6.8,63,11514
Womb,2010,Drama,111,0,6.4,48,11460
Daydream Nation,2010,Drama,98,0,6.4,57,11340
Ong-bak 3 - L'ultime combat,2010,Action,99,0.01,5,38,11330
Comme chiens et chats: La revanche de Kitty Galore,2010,Action,82,43.59,4.3,30,11295
Carlos,2010,Biography,334,0.15,7.7,94,11266
Balada Triste,2010,Comedy,107,0.04,6.6,70,11255
Love & Game,2010,Comedy,100,21.52,5.9,51,11243
Kaboom,2010,Comedy,86,0.12,5.7,64,11194
Twelve,2010,Action,93,0.18,5.7,22,11190
Même la pluie,2010,Drama,103,0.56,7.5,69,10853
Kites,2010,Action,123,1.6,6.1,62,10641
Les meilleurs amis,2010,Comedy,95,0.1,5.1,43,10617
Dhobi Ghat,2010,Drama,100,0.58,7.1,55,10556
Oncle Boonmee (celui qui se souvient de ses vies antérieures),2010,Comedy,114,0.18,6.6,87,10501
La beauté du geste,2010,Comedy,87,4.03,6.6,78,10285
Butcher II,2010,Comedy,85,0.06,5.5,49,10248
Outrage,2010,Action,109,0,6.8,67,10085
Waiting for 'Superman',2010,Documentary,111,6.41,7.5,81,10027
Peepli (Live),2010,Comedy,95,0.75,7.5,69,9905
La ballade de l'impossible,2010,Drama,133,0.01,6.4,58,9598
Dirty Girl,2010,Comedy,90,0.05,6.5,37,9503
Dog Pound,2010,Drama,91,0,7,57,9475
