SpeciesIDDesc,BreedIDDesc,GenderIDDesc,color,vaccination_yrs,WhereBittenIDDesc,ResultsIDDesc,Year,Month,Day
CAT,,FEMALE,BRN BLK,3,BODY,,2015,12,4
DOG,BOSTON TERRIER,UNKNOWN,,,BODY,,2015,12,6
DOG,COCKER SPAINEL,MALE,TRI/LIVER,1,BODY,,2015,12,8
DOG,,,BROWN WHT,,BODY,,2015,12,8
CAT,,FEMALE,RED BLONDE,1,UNKNOWN,,2015,12,9
DOG,,,BRN BEIGE,1,UNKNOWN,,2015,12,8
DOG,BOXER,FEMALE,BROWN,1,BODY,,2015,12,9
DOG,PIT BULL,,GREY WHT,,BODY,,2015,11,30
DOG,PIT BULL,MALE,WHT TAN,,BODY,,2015,12,2
DOG,ROTTWEILER,MALE,BLK TAN,3,BODY,,2015,12,4
DOG,CHICHAUHUA,MALE,TAN,1,HEAD,,2015,11,26
DOG,PIT BULL,MALE,BLACK WHIT,1,BODY,,2015,12,11
DOG,,MALE,WHT/BRN,,HEAD,,2015,12,11
DOG,BORDER COLLIE M,MALE,BLK/WHT,1,HEAD,,2015,12,13
DOG,,MALE,TAN,1,HEAD,,2015,12,11
DOG,PIT BULL,FEMALE,BLUE,,HEAD,,2015,12,12
DOG,LABRADOR RETRIV,UNKNOWN,BLACK,1,HEAD,,2015,12,10
DOG,SHIH TZU,MALE,BLK/WHT,1,BODY,,2015,12,9
DOG,MALAMUTE,FEMALE,,,UNKNOWN,,2015,12,11
DOG,,UNKNOWN,,,BODY,,2015,12,13
DOG,,UNKNOWN,BRN/WHT,1,BODY,,2015,12,14
DOG,,MALE,BLONDE,,UNKNOWN,,2015,12,12
DOG,,,,,BODY,,2015,12,14
DOG,PIT BULL,,BLACK,1,BODY,,2015,12,15
DOG,,,,,BODY,,2015,11,28
DOG,PIT BULL,MALE,BROWN,3,BODY,,2015,12,16
DOG,BASSET HOUND,MALE,,1,,,2015,12,10
CAT,,MALE,WHT GREY,1,UNKNOWN,,2015,12,17
DOG,PIT BULL,,,,UNKNOWN,,2015,12,17
DOG,,,,,BODY,,2015,12,18
DOG,PIT BULL,MALE,BRN WHT,,BODY,,2015,12,18
DOG,,,,,UNKNOWN,,2015,12,19
DOG,SHIH TZU,,,,HEAD,,2015,12,21
DOG,PIT BULL,MALE,BROWN WHT,1,BODY,,2015,12,20
CAT,,,,,BODY,,2015,12,5
CAT,,MALE,BLACK,,HEAD,,2015,12,18
DOG,PIT BULL,MALE,BLACK,,HEAD,,2015,12,24
CAT,,,BLACK,,BODY,,2015,12,24
,,,,,,,1900,1,0
CAT,,FEMALE,TORTIE,1,BODY,,2015,12,24
CAT,,MALE,BLK,,BODY,,2015,12,24
DOG,SHIH TZU,FEMALE,GRY WHT,,HEAD,,2015,12,24
DOG,GOLD RETRIEVER,,,1,UNKNOWN,,2015,12,27
CAT,,MALE,GRY BRN,1,BODY,,2015,12,26
DOG,AAUST. TERR.,MALE,BLK BRN,,HEAD,,2015,12,29
DOG,,,,,BODY,,2015,12,29
DOG,BEAGLE,FEMALE,WHT BRN,1,UNKNOWN,,2015,12,29
DOG,,,BLACK,,UNKNOWN,,2015,12,30
DOG,PIT BULL,MALE,BRINDLE,,HEAD,,2015,12,31
DOG,,UNKNOWN,,,BODY,,2016,1,4
DOG,IRISH SPANIEL,FEMALE,WHT/BROWN,3,HEAD,,2016,1,1
DOG,PIT BULL,UNKNOWN,BLK,,BODY,,2016,1,3
DOG,COCKER SPAINEL,MALE,MULTI COLO,1,HEAD,,2016,1,2
DOG,HUSKY,MALE,WHITE,1,BODY,,2016,1,3
DOG,OTHER,MALE,GOLD RED,,BODY,,2016,1,2
DOG,PIT BULL,FEMALE,GRY/WHT,1,BODY,,2016,1,1
DOG,GERM SHEPHERD,UNKNOWN,,1,BODY,,2015,12,31
DOG,BASSET HOUND,UNKNOWN,TAN WHT,3,BODY,,2015,12,30
DOG,BOXER,MALE,,1,BODY,,2015,12,29
DOG,PIT BULL,,BLK WHT,,BODY,,1900,1,0
DOG,PIT BULL,,BLK WHT,,BODY,,2016,1,2
DOG,CHOW CHOW,MALE,RED,3,BODY,,2016,1,2
DOG,GERM SHEPHERD,MALE,BLK WHT,1,BODY,,2016,1,2
DOG,BORDER COLLIE,,BLK,,BODY,,2015,12,28
DOG,PIT BULL,MALE,BRN WHT,1,UNKNOWN,,2015,12,31
DOG,ENGLISH BULLDOG,FEMALE,BRN WHT,1,UNKNOWN,,2016,1,3
DOG,,FEMALE,WHITE,1,HEAD,,2016,1,6
DOG,PIT BULL,MALE,BRN WHT,,UNKNOWN,,2015,1,6
DOG,ENGLISH BULLDOG,MALE,,1,UNKNOWN,,2016,1,8
DOG,GERM SHEPHERD,MALE,BLK BRN,3,HEAD,,2016,1,8
CAT,,MALE,ORANGE WHT,1,UNKNOWN,,2016,1,7
DOG,,,,,BODY,,2016,1,9
DOG,BULL DOG,MALE,TAN WHT,3,HEAD,,2016,1,9
DOG,PIT BULL,FEMALE,BRN WHT,1,BODY,,2016,1,7
DOG,PIT BULL,MALE,BRN WHT,,BODY,,2016,1,2
DOG,GERM SHEPHERD,MALE,BLK WHT,,HEAD,,2016,1,5
DOG,GERM SHEPHERD,MALE,BLK TAN,,BODY,,2016,1,3
DOG,,MALE,WHT BRN,,BODY,,2016,1,11
CAT,,,,,BODY,,2016,1,8
CAT,,MALE,BLK WHT,,UNKNOWN,,2016,1,12
DOG,BEAGLE,MALE,GOLD WHT,,UNKNOWN,,2016,1,8
CAT,,FEMALE,TAN CHOC,,UNKNOWN,,2016,1,9
DOG,LABRADOR RETRIV,MALE,YELLOW,1,HEAD,,2016,1,11
DOG,GERM SHEPHERD,MALE,BLK BRN,1,BODY,,2016,1,13
DOG,PIT BULL,,,,UNKNOWN,,2016,1,16
DOG,LABRADOR RETRIV,FEMALE,WHT BRINDL,3,BODY,,2016,1,15
CAT,,FEMALE,,,UNKNOWN,,2016,1,17
DOG,MALTASE,,WHITE,,UNKNOWN,,2016,1,19
DOG,,,,,BODY,,2016,1,20
DOG,PIT BULL,FEMALE,WHT BRN,1,UNKNOWN,,2016,1,18
DOG,,MALE,RED WHT,3,BODY,,2016,1,7
DOG,GERM SHEPHERD,MALE,BLK,1,BODY,,2016,1,19
DOG,PIT BULL,MALE,BRN WHT,,BODY,,2016,1,17
DOG,GERM SHEPHERD,MALE,BRN BLK,3,HEAD,,2016,1,6
DOG,GERM SHEPHERD,FEMALE,BRN BLK,1,BODY,,2016,1,14
DOG,PIT BULL,,WHT BRN,,HEAD,,2016,1,14
CAT,,FEMALE,CALICO,,BODY,,2016,1,13
DOG,PIT BULL,MALE,BRINDLE TA,,,,1900,1,0
DOG,CHICHAUHUA,FEMALE,BROWN,3,HEAD,,2016,1,20
DOG,BLACK LAB,MALE,BLK,1,HEAD,,2016,1,22
CAT,,MALE,GRAY,,BODY,,2016,1,24
CAT,,MALE,SILVER TAB,1,UNKNOWN,,2016,1,24
DOG,,,BLACK,,BODY,,2016,1,24
DOG,,MALE,WHT BRN,1,BODY,,2016,1,22
DOG,LABRADOR RETRIV,FEMALE,BLACK,1,UNKNOWN,,2016,1,22
,,,,,BODY,,2016,1,22
CAT,,,,,,,2016,1,23
DOG,PIT BULL,FEMALE,TAN WHT,1,BODY,,2016,1,25
DOG,AMER. BULL DOG,FEMALE,WHT BRN,3,UNKNOWN,,2016,1,25
CAT,,MALE,BLACK,,BODY,,2016,1,25
DOG,PUG,MALE,FAWN,,UNKNOWN,,2016,1,24
DOG,CHOW CHOW,MALE,BLACK,,BODY,,2016,1,21
DOG,PIT BULL,MALE,BL WHT,,BODY,,2016,1,21
DOG,PIT BULL,MALE,BLU WHT,,BODY,,2016,1,21
CAT,,,,,BODY,,2016,1,25
DOG,SHIH TZU,MALE,BLK WHT,1,HEAD,,2016,1,25
DOG,AKITA,,,,HEAD,,2016,1,26
DOG,BESINJI,MALE,BRN WHT,1,BODY,,2016,1,25
DOG,BOXER,MALE,BRN WHT,,HEAD,,2016,1,21
DOG,PIT BULL,MALE,RED WHT,,UNKNOWN,,2016,1,25
DOG,MIN PIN,,,1,HEAD,,2016,1,27
CAT,,MALE,BLACK,1,UNKNOWN,,2016,1,27
DOG,BOXER,,WHT BLK,,BODY,,2016,1,23
DOG,CANE CORSO,MALE,FAWN,1,BODY,,2016,1,26
DOG,CANE CORSO,MALE,FAWN,1,BODY,,2016,1,26
DOG,GERM SHEPHERD,MALE,BLACK TAN,,UNKNOWN,,2016,1,28
DOG,PIT BULL,MALE,BLK BRN,,HEAD,,2016,1,30
DOG,PIT BULL,FEMALE,BLACK,1,HEAD,,2016,1,31
DOG,SHIH TZU,,BRN TAN,,UNKNOWN,,2016,1,29
DOG,DOBERMAN,MALE,BLK TAN,1,UNKNOWN,,2016,1,29
CAT,,MALE,TAN TABBY,,UNKNOWN,,2016,1,29
DOG,ROTTWEILER,,BLK BRN,,UNKNOWN,,2016,1,22
DOG,,MALE,GREY,1,BODY,,2016,2,1
CAT,,,,,UNKNOWN,,2016,1,26
DOG,ROTTWEILER,MALE,BLACK TAN,,BODY,,2016,1,26
DOG,PIT BULL,FEMALE,TAN,,BODY,,2016,1,29
DOG,GERM SHEPHERD,,TAN BLK,,BODY,,2016,1,27
DOG,,,BLACK,,BODY,,2016,1,25
CAT,,,,,BODY,,2016,2,2
CAT,,MALE,GRAY,,BODY,,2016,2,2
CAT,,MALE,GRAY,,UNKNOWN,,2016,2,1
DOG,LABRADOR RETRIV,FEMALE,BLONDE,1,HEAD,,2016,2,7
DOG,POODLE,,WHITE,1,BODY,,2016,2,6
DOG,POODLE,MALE,BLACK,3,UNKNOWN,,2016,2,5
DOG,GERM SHEPHERD,MALE,TAN BLK,,BODY,,2016,2,5
DOG,POODLE,MALE,WHITE,1,BODY,,2016,2,7
DOG,PIT BULL,MALE,TAN,,UNKNOWN,,2016,2,4
DOG,BEAGLE,FEMALE,WHT BRN,2,BODY,,2016,2,3
DOG,GERM SHEPHERD,,,,HEAD,,2016,2,8
DOG,PIT BULL,FEMALE,BLU WHT,,BODY,,2016,2,3
DOG,GERM SHEPHERD,MALE,YELLOW,1,BODY,,2016,2,2
BAT,,,,,,,1900,1,0
DOG,GOLD RETRIEVER,FEMALE,,,HEAD,,2016,2,9
DOG,GERM SHEPHERD,MALE,BLK GRY,1,BODY,,2016,1,24
DOG,,,,,BODY,,2016,2,10
CAT,,,GREY,,UNKNOWN,,2016,2,11
DOG,,,,,BODY,,2016,2,14
DOG,SHIH TZU,FEMALE,BLK WHT,1,BODY,,2016,2,15
CAT,,,,,BODY,,2016,2,15
BAT,,,,,,NEGATIVE,1900,1,0
CAT,,FEMALE,TABBY,,HEAD,,2016,2,17
DOG,PIT BULL,MALE,WHITE,,HEAD,,2016,2,18
DOG,PIT BULL,FEMALE,BLK GRY,,HEAD,,2016,2,21
DOG,,MALE,BLK BRN,1,HEAD,,2016,2,21
DOG,BLACK LAB,MALE,BLK WHT,3,BODY,,2016,2,20
DOG,AM. ESKIMO,MALE,WHITE,3,BODY,,2016,2,20
DOG,LABRADOR RETRIV,,,,UNKNOWN,,2016,2,19
DOG,PIT BULL,FEMALE,WHT BLK,1,BODY,,2016,2,16
DOG,POMERANIAN,,BLONDE,,UNKNOWN,,2016,2,18
DOG,PIT BULL,FEMALE,BRN WHT,,BODY,,2016,2,21
DOG,BLACK LAB,MALE,BLK,1,HEAD,,2016,2,19
DOG,LABRADOR RETRIV,MALE,YELLOW,,BODY,,2016,2,21
DOG,GERM SHEPHERD,,BLACK,,BODY,,2016,2,24
DOG,CANE CORSO,FEMALE,BLK BRN,,BODY,,2016,2,23
DOG,GOLD RETRIEVER,MALE,RED,,HEAD,,2016,2,21
CAT,,,WHT ORG,,BODY,,2016,2,20
CAT,,FEMALE,BRN,,BODY,,2016,2,19
DOG,CORGI,FEMALE,BLK WHT,1,BODY,,2016,2,20
DOG,,,GRAY,,BODY,,2016,2,27
DOG,,,,,UNKNOWN,,2016,2,27
DOG,,,,,UNKNOWN,,2016,2,27
DOG,PIT BULL,MALE,BLK BRN,1,BODY,,2016,2,27
DOG,PIT BULL,MALE,BRN,1,BODY,,2016,2,27
DOG,CATTLE DOG,MALE,BLK,1,UNKNOWN,,2016,2,28
DOG,CHICHAUHUA,MALE,WHITE,,BODY,,2016,2,28
DOG,PIT BULL,MALE,GRY WHT,1,BODY,,2016,2,25
DOG,PIT BULL,FEMALE,RED WHT,,BODY,,2016,2,22
DOG,PIT BULL,FEMALE,WHT GRY,,BODY,,2016,2,23
BAT,,,,,,NEGATIVE,1900,1,0
DOG,,,,,HEAD,,2016,2,26
DOG,,FEMALE,WHITE,1,BODY,,2016,2,29
DOG,BOSTON TERRIER,FEMALE,BLACK,,UNKNOWN,,2016,3,2
DOG,DOBERMAN,MALE,BLK TAN,1,BODY,,2016,2,29
DOG,MALTASE,FEMALE,BRN BLK,3,BODY,,2016,2,21
DOG,DACHSHUND,MALE,BLK TAN,1,BODY,,2016,2,21
DOG,BULL DOG,,TAN BK,1,BODY,,2016,2,2
DOG,PIT BULL,FEMALE,GRY WHT,3,HEAD,,2016,2,29
DOG,PIT BULL,,GREY,,BODY,,2016,2,29
DOG,,,,,UNKNOWN,,2016,3,1
DOG,BEAGLE,,RED,1,UNKNOWN,,2016,3,2
DOG,DOBERMAN,MALE,BROWN,1,HEAD,,2016,3,6
DOG,BORDER COLLIE M,MALE,WHIT BRN,,BODY,,2016,3,4
CAT,,MALE,GRY BRN,1,BODY,,2016,3,4
DOG,,,,,BODY,,2016,3,5
DOG,ROTTWEILER,MALE,BRN BLK,,BODY,,2016,3,5
DOG,,,,,BODY,,2016,3,5
DOG,BULL DOG,,,,BODY,,2016,3,4
CAT,,,BRN TABBY,,UNKNOWN,,2016,3,3
CAT,,MALE,BLK WHT,3,UNKNOWN,,2016,3,2
DOG,PIT BULL,MALE,TAN WHT,,BODY,,2016,3,1
CAT,,,,,UNKNOWN,,2016,3,7
DOG,,,,,,,2016,3,8
DOG,BOXER,MALE,BROWN,1,HEAD,,2016,3,8
DOG,ROTTWEILER,FEMALE,BLK BRN,,BODY,,2016,3,4
DOG,CHOW CHOW,,GRAY,,UNKNOWN,,2016,3,8
DOG,PIT BULL,MALE,WHT BRN,,BODY,,2016,3,8
DOG,CORGI,MALE,WHT BRN,1,BODY,,2016,3,9
DOG,GERM SHEPHERD,FEMALE,TAN,1,BODY,,2016,3,7
DOG,COCKER SPAINEL,,BROWN,3,HEAD,,2016,3,6
DOG,,,,,BODY,,2016,3,9
DOG,PIT BULL,MALE,BLK WHT,,BODY,,2016,3,4
DOG,CANE CORSO,FEMALE,BL WHT,,BODY,,2016,3,4
DOG,PIT BULL,MALE,WHT BRN,,BODY,,2016,3,6
CAT,,,GRAY,,BODY,NEGATIVE,2016,3,6
DOG,PIT BULL,FEMALE,BRN WHT,,BODY,,2016,3,3
DOG,GOLD RETRIEVER,MALE,GOLDEN,1,UNKNOWN,,2016,3,9
DOG,,MALE,WHT BLK,,BODY,,2016,3,8
DOG,,,,,BODY,,2016,3,9
DOG,BOXER,FEMALE,BRENDLE,1,BODY,,2016,3,10
DOG,,UNKNOWN,WHT BRN,3,HEAD,,2016,3,12
DOG,POMERANIAN,UNKNOWN,BROWN,1,HEAD,,2016,3,12
DOG,PIT BULL,UNKNOWN,GRAY,1,BODY,,2016,3,13
DOG,GERM SHEPHERD,UNKNOWN,TAN/BLK,,BODY,,2016,3,7
DOG,PIT BULL,UNKNOWN,BLK/WHT,,,,1900,1,0
DOG,PIT BULL,FEMALE,BRNDL/WHT,,BODY,,2016,3,9
DOG,BOXER,FEMALE,BRINDLE,1,BODY,,2016,3,1
DOG,,UNKNOWN,,1,UNKNOWN,,2016,3,12
CAT,,FEMALE,BROWN,,BODY,,2016,3,12
DOG,,MALE,BRN/BLK,,BODY,,2016,3,13
DOG,LABRADOR RETRIV,UNKNOWN,CHOCOLATE,3,BODY,,2016,3,14
DOG,SCHNAUZER,UNKNOWN,WHITE,1,BODY,,2016,3,14
DOG,CHICHAUHUA,MALE,BLK/WHT,1,BODY,,2016,3,12
DOG,PIT BULL,FEMALE,BLUE/BR-BR,,BODY,,2016,2,28
DOG,AM BULLDOG,MALE,GRY WHT,,HEAD,,2016,3,15
DOG,BEAGLE,UNKNOWN,BRINDLE/BR,,BODY,,2016,3,12
DOG,PIT BULL,UNKNOWN,,,HEAD,,2016,3,16
DOG,PIT BULL,UNKNOWN,BRN/WHT,,BODY,,2016,3,16
DOG,GERM SHEPHERD,FEMALE,BRN/BLK,1,BODY,,2016,3,16
DOG,GERM SHEPHERD,MALE,TAN,1,UNKNOWN,,2016,3,16
DOG,PIT BULL,MALE,BRN/BLK,,BODY,,2016,3,15
DOG,PIT BULL,FEMALE,WHT/BRN,1,BODY,,2016,3,15
DOG,ROTTWEILER,MALE,BLK/BRND,,BODY,,2016,3,17
DOG,,FEMALE,WHT/TAN,3,UNKNOWN,,2016,3,17
CAT,,FEMALE,,1,UNKNOWN,,2016,3,14
DOG,COLLIE,MALE,BLK,3,UNKNOWN,,2016,3,15
DOG,GOLD RETRIEVER,FEMALE,,1,UNKNOWN,,2016,3,17
CAT,,MALE,BLK,1,UNKNOWN,,2016,3,13
DOG,TOY FOX TERRIER,MALE,WHT/BLK,,HEAD,,2016,3,19
DOG,PIT BULL,UNKNOWN,TAN/BRN,,UNKNOWN,,2016,3,15
DOG,DACHSHUND,MALE,BRN,,BODY,,2016,3,18
DOG,,UNKNOWN,GOLDEN,,UNKNOWN,,2016,3,20
DOG,GOLD RETRIEVER,MALE,GOLDEN,1,HEAD,,2016,3,18
CAT,,UNKNOWN,,,UNKNOWN,,2016,3,18
DOG,BOXER,UNKNOWN,TAN/BLK,,UNKNOWN,,2016,3,19
DOG,HAVANESE,MALE,BLK WHT,,HEAD,,2016,3,21
DOG,,,RED BRN,,BODY,,2016,3,21
DOG,BOXER,MALE,BROWN,1,BODY,,2016,3,19
DOG,,MALE,BRN WHT,,BODY,,2016,3,16
DOG,POMERANIAN,MALE,WHITE,1,BODY,,2016,3,19
DOG,ROTTWEILER,MALE,BLK BRN,1,UNKNOWN,,2016,3,22
DOG,SHAR-PEI,FEMALE,TAN,1,BODY,,2016,3,22
DOG,CHICHAUHUA,MALE,BLACK,1,BODY,,2016,3,22
CAT,,FEMALE,BLK WHT,3,UNKNOWN,,2016,3,24
DOG,FOX TERRIER,,,,,,2016,3,20
DOG,BOXER,FEMALE,,3,BODY,,2016,3,24
DOG,GOLD RETRIEVER,,LEXI,1,UNKNOWN,,2016,3,21
DOG,,FEMALE,WHITE,1,BODY,,2016,3,24
DOG,BEAGLE,MALE,YELLOW,,HEAD,,2016,3,24
DOG,GERM SHEPHERD,MALE,BROWN,,BODY,,2016,3,20
DOG,CANE CORSO,FEMALE,BLUE,,BODY,,2016,3,20
DOG,PIT BULL,MALE,TAN,,BODY,,2016,3,19
DOG,,MALE,,,BODY,,2016,3,19
DOG,PIT BULL,,,1,BODY,,2016,3,25
DOG,WEIMARANER,MALE,GRAY,3,UNKNOWN,,2016,3,26
DOG,,,,,BODY,,2016,3,26
DOG,HUSKY,,,,BODY,,2016,3,26
DOG,BEAGLE,,,,BODY,,2016,3,26
CAT,,MALE,ORG WHT,,BODY,,2016,3,27
DOG,WELSH CORGI,MALE,BLK WHT,1,UNKNOWN,,2016,3,17
DOG,,MALE,,,UNKNOWN,,2016,3,26
CAT,,,BLACK,,UNKNOWN,,2016,3,24
DOG,DACHSHUND,MALE,BRN,1,BODY,,2016,3,28
CAT,,,,,BODY,,2016,3,26
DOG,GERM SHEPHERD,MALE,TAN BLK,1,BODY,,2016,3,27
DOG,PIT BULL,FEMALE,BLUE,,BODY,,2016,3,26
DOG,,,BRN,,BODY,,2016,3,20
DOG,PIT BULL,,BRINDLE,,BODY,,2016,3,28
DOG,LABRADOR RETRIV,MALE,BRN,,BODY,,2016,3,25
DOG,GERM SHEPHERD,,BLK BRN,,BODY,,2016,3,28
DOG,PEKINGESE,MALE,BRN  TAN,3,BODY,,2016,3,27
DOG,PIT BULL,,,,BODY,,2016,3,29
DOG,,MALE,,,BODY,,2016,3,23
DOG,PIT BULL,,BROWN,,UNKNOWN,,2016,3,31
DOG,ROTTWEILER,,,,BODY,,2015,3,31
DOG,PIT BULL,FEMALE,TAN,1,BODY,,2016,3,31
DOG,PIT BULL,MALE,BRN GRY,1,BODY,,2016,3,27
DOG,HEELER,MALE,BLUE,1,HEAD,,2016,4,1
DOG,AM BULLDOG,,BRN,,BODY,,2016,3,28
DOG,AM BULLDOG,MALE,BRN WHT,1,BODY,,2016,3,31
DOG,AAUST. TERR.,MALE,BL BRN,3,BODY,,2016,3,26
DOG,GERM SHEPHERD,MALE,BLK BRN,,BODY,,2016,3,28
DOG,POODLE,FEMALE,WHITE,,UNKNOWN,,2016,3,25
DOG,PIT BULL,FEMALE,TN WHT,1,UNKNOWN,,2016,4,1
DOG,SCHNAUZER,MALE,BLACK,,UNKNOWN,,2016,4,1
DOG,PIT BULL,MALE,BLACK,,BODY,,2016,4,2
CAT,,,,,UNKNOWN,,2016,3,30
DOG,SCHNAUZER,MALE,BLK WHT,,UNKNOWN,,2016,3,31
DOG,BORDER COLLIE M,MALE,BLK TN,1,BODY,,2016,4,1
BAT,,,,,HEAD,,2016,4,1
DOG,,,BLK WHT,,UNKNOWN,,2016,4,2
DOG,POMERANIAN,MALE,WHITE,,BODY,,2016,4,3
DOG,BULLMASTIFF,MALE,BRINDLE,,HEAD,,2016,4,5
DOG,,,,,HEAD,,2016,4,3
CAT,,MALE,BLKC,1,BODY,,2016,4,6
DOG,COCKER SPAINEL,MALE,BRN,1,UNKNOWN,,2016,4,6
DOG,PIT BULL,MALE,BRN WHT,,HEAD,,2016,4,2
DOG,,MALE,GREY,,UNKNOWN,,2016,4,7
DOG,BOXER,,,,BODY,,2016,4,6
DOG,LABRADOR RETRIV,FEMALE,YELLOW,1,BODY,,2016,3,30
DOG,GERM SHEPHERD,,,,BODY,,2016,4,8
DOG,PIT BULL,FEMALE,WHT BRN,1,BODY,,2016,3,31
DOG,PIT BULL,MALE,BRN WHT,,BODY,,2016,4,2
DOG,,FEMALE,BLUE,,BODY,,2016,4,3
DOG,CHOW CHOW,MALE,BLUE,,BODY,,2016,4,8
DOG,,MALE,TAN,,,,2016,4,9
DOG,,FEMALE,BLOND,3,BODY,,2016,4,10
CAT,,FEMALE,LILAC,,BODY,,2016,3,30
DOG,PIT BULL,MALE,BRN WHT,,BODY,,2016,4,2
DOG,,,,,UNKNOWN,,2016,4,9
DOG,PIT BULL,,,,HEAD,,2016,4,11
DOG,GERM SHEPHERD,FEMALE,BLK TAN,,BODY,,2016,4,2
DOG,,MALE,TAN BLK,3,UNKNOWN,,2016,4,11
CAT,,,BLK WHT,3,UNKNOWN,,2016,4,11
DOG,BEAGLE,FEMALE,,,UNKNOWN,,2016,4,11
DOG,CANE CORSO,FEMALE,BRINDLE,1,BODY,,2016,4,6
DOG,GREAT DANE,FEMALE,BLK WHT,1,BODY,,2016,4,9
DOG,SCHNAUZER,MALE,WHT,,BODY,,2016,4,9
DOG,,,,,UNKNOWN,,2016,4,11
DOG,GERM SHEPHERD,MALE,BLK TAN,,BODY,,2016,4,11
DOG,PIT BULL,FEMALE,BRN WHT,,HEAD,,2016,4,13
DOG,PIT BULL,,BLACK,,HEAD,,2016,4,13
DOG,CORGI,MALE,BRN,1,BODY,,2016,4,13
DOG,LABRADOR RETRIV,MALE,,1,UNKNOWN,,2016,4,14
DOG,PIT BULL,MALE,BLK WHT,,HEAD,,2016,4,13
DOG,PIT BULL,MALE,BRN,,BODY,,2016,4,12
DOG,YORKSHIRE TERRIER,MALE,BLK TAN,1,BODY,,2016,4,9
DOG,LABRADOR RETRIV,MALE,BLONDE,1,UNKNOWN,,2016,4,15
CAT,,MALE,GRY WHT,1,BODY,,2016,4,13
DOG,,MALE,WHITE BRN,,HEAD,,2016,4,16
DOG,PIT BULL,MALE,BRN WHT,,BODY,,2016,4,14
DOG,CHICHAUHUA,FEMALE,GREY WHT,3,UNKNOWN,,2016,4,15
CAT,,,TABBY,,UNKNOWN,,2016,4,16
DOG,,,,,BODY,,2016,4,16
DOG,LABRADOR RETRIV,MALE,BLK WHT,,BODY,,2016,4,18
DOG,ENGLISH BULLDOG,FEMALE,BRN WHT,3,BODY,,2016,4,5
CAT,,,SILVER,,BODY,,2016,4,14
CAT,,FEMALE,GRY GLK,,BODY,,2016,4,16
DOG,PIT BULL,MALE,WHT BRN,,BODY,,2016,4,15
DOG,PIT BULL,MALE,BRINDLE,,HEAD,,2016,4,16
CAT,,,,,UNKNOWN,,2016,4,18
DOG,CANE CORSO,MALE,BLUE,,HEAD,,2016,4,19
DOG,CHICHAUHUA,FEMALE,TAN,,BODY,,2016,4,18
DOG,MIN PIN,MALE,BLK TAN,,BODY,,2016,4,18
DOG,CHICHAUHUA,MALE,CREAM,,BODY,,2016,4,8
DOG,,,WHT BLK,,UNKNOWN,,2016,4,19
CAT,,MALE,BRN TAN,1,BODY,,2016,4,19
DOG,BORDER COLLIE M,MALE,TAN,1,BODY,,2016,4,20
DOG,PIT BULL,,,,BODY,,2016,4,20
DOG,CHICHAUHUA,MALE,BLK WHT,1,HEAD,,2016,4,19
DOG,MIN PIN,MALE,BLK BRN,1,BODY,,2016,4,21
CAT,,FEMALE,BRN,1,BODY,,2016,4,17
DOG,FOX TERRIER,MALE,BLK BRN,3,BODY,,2016,4,16
DOG,POODLE,MALE,GRY WHIT,1,BODY,,2016,4,19
DOG,COCKER SPAINEL,MALE,BLACK,,HEAD,,2016,4,23
DOG,,,BLACK,,BODY,,2016,4,22
DOG,PIT BULL,FEMALE,BRN WHT,1,UNKNOWN,,2016,4,24
CAT,,,,,BODY,,2016,4,24
DOG,LABRADOR RETRIV,FEMALE,GOLD BRN,1,BODY,,2016,4,19
DOG,GERM SHEPHERD,MALE,BRN BLK,3,BODY,,2016,4,14
DOG,GERM SHEPHERD,FEMALE,BLK BRN,,BODY,,2016,4,21
DOG,GERM SHEPHERD,FEMALE,SABLE,,BODY,,2016,4,21
DOG,,,BROWN,3,BODY,,2016,4,23
CAT,,FEMALE,CALICO,,BODY,,2016,4,25
DOG,AM. ESKIMO,MALE,WHITE,1,BODY,,2016,4,23
DOG,POODLE,MALE,RED BRN,1,BODY,,2016,4,24
CAT,,FEMALE,BRN BLK,1,BODY,,2016,4,25
CAT,,,WHITE,,BODY,,2016,4,25
DOG,,MALE,BLK WHT,1,HEAD,,2016,4,23
BAT,,,,,UNKNOWN,,1900,1,0
DOG,,,,,UNKNOWN,,2016,4,27
DOG,,MALE,BRN,1,BODY,,2016,4,6
DOG,MIN PIN,MALE,BLC,1,BODY,,2016,4,28
DOG,PIT BULL,,,,BODY,,2016,4,28
DOG,,,BROWN,,BODY,,2016,5,1
DOG,,MALE,FAWN,1,BODY,,2016,4,30
CAT,,FEMALE,CALICO,,,,2016,4,29
CAT,,FEMALE,BLACK,1,UNKNOWN,,2016,4,29
DOG,,MALE,,,BODY,,2016,5,1
CAT,,FEMALE,TAN,1,BODY,,2016,4,30
DOG,LABRADOR RETRIV,MALE,BLACK,,BODY,,2016,5,1
DOG,PIT BULL,MALE,GRY WHT,1,BODY,,2016,4,16
DOG,PIT BULL,MALE,GRY WHT,1,BODY,,2016,4,29
DOG,PIT BULL,FEMALE,BLK WHT,1,BODY,,2016,4,19
CAT,,MALE,ORANGE,1,BODY,,2016,4,28
DOG,AAUST. TERR.,FEMALE,TRI,1,BODY,,2016,4,24
DOG,COCKER SPAINEL,MALE,WHT BUFF,3,BODY,,2016,4,28
DOG,PIT BULL,FEMALE,RED,,BODY,,2016,5,1
